ID,T,X,Y,Z
0,0,242,172,72
0,1,241,170,70
0,2,240,169,68
0,3,239,167,66
0,4,238,166,65
0,5,237,164,63
0,6,236,162,62
0,7,235,161,60
0,8,234,160,59
0,9,233,158,58
0,10,232,157,57
0,11,231,156,56
0,12,230,155,55
0,13,229,154,54
0,14,229,153,53
0,15,228,152,53
0,16,227,152,53
0,17,226,151,52
0,18,226,151,52
0,19,225,150,52
0,20,225,150,53
0,21,224,150,53
0,22,224,149,54
0,23,224,149,54
0,24,224,149,55
0,25,223,149,56
0,26,223,150,58
0,27,223,150,59
0,28,224,150,61
0,29,224,151,63
0,30,224,151,65
0,31,224,152,67
0,32,225,153,70
0,33,225,153,72
0,34,226,154,74
0,35,226,155,76
0,36,227,156,79
0,37,227,157,81
0,38,227,158,83
0,39,228,160,85
0,40,228,161,88
0,41,229,162,90
0,42,229,163,92
0,43,229,165,94
0,44,230,166,96
0,45,230,168,99
0,46,230,169,101
0,47,231,171,103
0,48,231,172,105
0,49,231,174,107
0,50,232,176,109
0,51,232,177,111
0,52,232,179,113
0,53,232,181,115
0,54,233,182,117
0,55,233,184,119
0,56,233,186,121
0,57,233,187,123
0,58,233,189,125
0,59,234,191,128
0,60,234,192,130
0,61,234,194,133
0,62,234,195,135
0,63,234,197,138
0,64,234,198,141
0,65,234,200,143
0,66,234,201,147
0,67,234,202,150
0,68,234,204,153
0,69,234,205,155
0,70,234,206,157
0,71,234,207,159
0,72,234,208,160
0,73,234,209,161
0,74,234,210,162
0,75,234,210,163
0,76,234,211,163
0,77,233,211,164
0,78,233,211,164
0,79,233,211,164
0,80,233,211,164
0,81,233,210,163
0,82,233,209,162
0,83,233,208,162
0,84,233,207,161
0,85,232,206,159
0,86,232,204,158
0,87,232,202,157
0,88,232,200,155
0,89,232,199,153
0,90,232,197,151
0,91,232,195,149
0,92,232,193,147
0,93,232,191,145
0,94,232,189,143
0,95,233,187,140
0,96,233,185,138
0,97,233,183,135
0,98,233,181,132
0,99,234,179,129
1,0,65,46,115
1,1,63,46,118
1,2,61,46,121
1,3,59,46,125
1,4,58,46,129
1,5,56,45,133
1,6,54,45,137
1,7,52,45,141
1,8,50,45,146
1,9,49,45,151
1,10,47,44,156
1,11,46,44,160
1,12,44,44,163
1,13,43,44,166
1,14,42,44,169
1,15,40,43,172
1,16,39,43,174
1,17,38,43,176
1,18,37,43,177
1,19,37,43,178
1,20,36,43,179
1,21,35,42,180
1,22,35,42,180
1,23,34,42,180
1,24,34,42,179
1,25,34,42,179
1,26,34,42,178
1,27,34,42,177
1,28,34,42,175
1,29,35,42,174
1,30,35,42,172
1,31,36,43,170
1,32,37,43,168
1,33,38,43,165
1,34,39,43,162
1,35,40,43,160
1,36,41,44,157
1,37,43,44,154
1,38,45,44,152
1,39,47,45,149
1,40,49,45,146
1,41,51,46,144
1,42,53,46,141
1,43,56,47,138
1,44,58,47,136
1,45,61,48,133
1,46,64,48,130
1,47,67,49,128
1,48,70,49,125
1,49,73,50,123
1,50,76,51,120
1,51,79,52,118
1,52,83,52,115
1,53,86,53,113
1,54,90,53,111
1,55,94,54,108
1,56,98,54,106
1,57,101,55,104
1,58,104,55,102
1,59,107,55,100
1,60,109,56,98
1,61,111,56,96
1,62,112,56,94
1,63,114,56,93
1,64,115,56,91
1,65,116,56,90
1,66,118,56,88
1,67,119,55,87
1,68,119,55,86
1,69,120,55,85
1,70,121,54,84
1,71,121,54,83
1,72,122,54,83
1,73,122,53,82
1,74,122,53,82
1,75,122,52,82
1,76,122,52,82
1,77,122,51,82
1,78,121,50,82
1,79,121,50,83
1,80,121,49,83
1,81,120,49,84
1,82,119,48,85
1,83,118,47,87
1,84,118,47,88
1,85,117,46,90
1,86,116,46,92
1,87,114,45,94
1,88,113,44,97
1,89,112,44,99
1,90,111,44,102
1,91,109,43,106
1,92,108,43,110
1,93,106,43,113
1,94,104,43,116
1,95,103,43,119
1,96,101,43,122
1,97,99,43,125
1,98,97,43,127
1,99,95,43,130
2,0,191,119,138
2,1,189,120,139
2,2,186,122,141
2,3,184,124,142
2,4,182,126,142
2,5,180,128,143
2,6,179,130,143
2,7,177,133,143
2,8,175,136,144
2,9,174,139,143
2,10,172,142,143
2,11,171,146,143
2,12,169,149,142
2,13,168,153,141
2,14,167,156,140
2,15,166,160,140
2,16,165,163,138
2,17,164,165,137
2,18,163,168,136
2,19,162,170,135
2,20,162,172,133
2,21,161,174,131
2,22,161,176,130
2,23,161,177,128
2,24,160,178,126
2,25,160,179,124
2,26,160,179,122
2,27,160,180,120
2,28,160,180,118
2,29,161,180,116
2,30,161,180,114
2,31,161,179,112
2,32,162,179,109
2,33,163,178,107
2,34,163,177,105
2,35,164,176,102
2,36,165,175,100
2,37,166,174,97
2,38,167,173,95
2,39,169,171,92
2,40,170,170,89
2,41,171,168,87
2,42,173,167,84
2,43,175,165,81
2,44,177,163,78
2,45,179,162,76
2,46,181,160,73
2,47,183,158,70
2,48,185,156,67
2,49,188,154,64
2,50,190,152,61
2,51,193,150,58
2,52,196,148,55
2,53,199,146,52
2,54,202,144,50
2,55,204,142,47
2,56,206,140,45
2,57,208,138,43
2,58,210,136,40
2,59,212,134,39
2,60,213,132,37
2,61,215,130,35
2,62,216,128,34
2,63,217,126,33
2,64,218,124,31
2,65,218,122,31
2,66,219,121,30
2,67,219,119,29
2,68,219,117,29
2,69,219,115,29
2,70,219,114,29
2,71,219,112,29
2,72,218,111,29
